,en,fr
0,"Two hands are flipping some food in a cast iron pan, with a spatula.","Deux mains tournent des aliments dans une poêle en fonte, avec une spatule."
0,"Two women hugging in a grassy, fenced field with a cow's behind in the background.","Deux femmes s'embrassent dans un champ herbeux et clôturé, à l'arrière-plan d'une vache."
0,A large ship approaching the dock with two men awaiting its arrival.,Un grand navire approche du quai avec deux hommes en attente de son arrivée.
0,A man in sandals and white cardigan sits on a green bench while talking on his cellphone.,Un homme en sandales et en cardigan blanc s’asseoir sur un banc vert tout en parlant sur son téléphone cellulaire.
0,A man on stage singing into a microphone.,Un homme sur scène chantant dans un microphone.
0,Three guys riding on an elephant with a house-like structures and trees in the background.,Trois gars à cheval sur un éléphant avec des structures ressemblant à une maison et des arbres en arrière-plan.
0,A mexican man sits under the hood of his truck.,Un mexicain s'asseoira sous le capot de son camion.
0,A boy in yellow glasses and red-haired girl pose for the camera.,Un garçon en lunettes jaunes et une fille à cheveux rouges posent devant la caméra.
0,A group of people gather and holding different types of flags.,Un groupe de personnes se rassemble et porte différents types de drapeaux.
0,A white baby boy crying over a tipped over toy.,Un bébé blanc crie au-dessus d'un jouet renversé.
0,Small boy carries a soccer ball on a field.,Petit garçon porte une balle de soccer sur un terrain.
0,A woman is watching as a guy is scooping ice cream from a freezer.,Une femme regarde alors qu'un gars gratte de la crème glacée à partir d'un congélateur.
0,A group of people are sitting on stools eating some food,Un groupe de personnes assises sur des selles et mangeant de la nourriture
0,"People are standing around an American flag that is spread out, facing the wrong direction.","Des gens se tiennent autour d'un drapeau américain étalé, face à la mauvaise direction."
0,A young girl painting a picture.,Une jeune fille peint une image.
0,A cyclist is riding a bicycle on a curved road up a hill.,Un cycliste roule une bicyclette sur une route courbée en haut d'une colline.
0,A little girl in a denim jacket running through a field.,Une petite fille en veste denim roule dans un champ.
0,Man in blue shirt and black pants is looking at his thumb on one hand while holding glasses in his other hand.,Un homme en chemise bleue et pantalon noir regarde son pouce d'une main et porte des lunettes dans l'autre main.
0,A couple kissing while going up the escalator.,Un couple s'accrochant à l'escalier roulant.
0,"A soccer player in a green uniform with a ball in is hands is being held up by some of his teammates, while an opposing player in red reaches for the ball.","Un joueur de soccer en uniforme vert et avec une balle entre ses mains est retenu par certains de ses coéquipiers, tandis qu'un joueur opposant en rouge s'approche de la balle."
0,Men are constructing a wall in the desert.,Des hommes construisent un mur dans le désert.
0,A young group of friends adorned with face paint and feathered headbands sit on a bench.,Un jeune groupe d'amis orné de peinture à visage et de bandes-cheveux en plumes s'asseoira sur un banc.
0,The lady has a black sling bag.,La dame a un sac à élingue noir.
0,A man in a black jacket is standing with a group of people behind him.,Un homme en veste noire est debout avec un groupe de personnes derrière lui.
0,A black dog jumping to catch a rope toy,Un chien noir saute pour prendre un jouet à corde
0,A young girl is looking through an old fashioned video camera.,Une jeune fille regarde à travers une caméra vidéo ancienne.
0,Girl in odd clothes reading a brochure while sitting on a wooden porch.,Girl in odd clothes reading a brochure while sitting on a wooden porch.
0,A man dressed in a funky outfit is playing guitar.,Un homme vêtu d'un costume funky joue à la guitare.
0,A hockey goalie is trying to prevent a goal from the opposing team.,Un gardien de but de hockey tente d'empêcher un but de l'équipe opposée.
0,An adult and a child walk along the beach during the day.,Un adulte et un enfant marchent le long de la plage pendant la journée.
0,A man in an apron sits on a curb.,Un homme en bâton s'asseoira sur un trottoir.
0,A brown and white dog jumping up to catch a Frisbee while an audience watches.,Un chien brun et blanc saute à l'air pour prendre un frisbee tandis qu'un auditoire regarde.
0,Two tennis players are talking on the tennis courts.,Deux joueurs de tennis discutent sur les courts de tennis.
0,Two jugglers using flaming torches are performing for a crowd of people who are sitting on steps.,Deux jongleurs utilisant des torches à flammes interviennent devant une foule de personnes assises sur des marches.
0,Two children running with no shoes on.,Deux enfants en course sans chaussures.
0,A baby is sitting on and playing with smooth rocks.,Un bébé est assis sur des pierres lisses et joue avec elles.
0,A boy in a Gap hat is making a silly face.,Un garçon dans un chapeau Gap fait un visage stupide.
0,"Five men, one wearing a white shirt standing on something, hanging up a picture of a child.","Cinq hommes, l'un portant une chemise blanche, se tenant sur quelque chose et suspendant une image d'un enfant."
0,A person in a hat is playing with a boy on a beach.,Une personne en chapeau joue avec un garçon sur une plage.
0,A girl in a green Speedo top and blue goggles holds her breath underwater.,Une fille dans un Speedo vert et des lunettes bleues tient son souffle sous l'eau.
0,Boys on a motor-scooter riding down a busy urban street.,Boys on a motor-scooter riding down a busy urban street.
0,Two ladies and a man playing a card game and drinking beer.,Deux femmes et un homme jouent un jeu de cartes et boivent de la bière.
0,People enjoy a gathering with Pabst Blue Ribbon and Diet Coke.,Les gens apprécient un rassemblement avec Pabst Blue Ribbon et Diet Coke.
0,"Man with red shoes, white shirt and gray pants climbing.","Homme avec des chaussures rouges, une chemise blanche et des pantalons gris."
0,A rock climber climbs a large rock.,Un alpiniste grimpe un grand rocher.
0,A little girl playing in water on a frog sculpture.,Une petite fille jouant dans l'eau sur une sculpture de grenouille.
0,A dog is running on the beach.,Un chien couronne sur la plage.
0,People sitting in a restaurant eating and one is reading the paper.,Des gens assis dans un restaurant mangent et l'un lisait le journal.
0,A girl wearing a red short and a white shirt looking through a hole.,Une fille portant un short rouge et une chemise blanche regardant par un trou.
0,Black and white bird standing on hand of someone holding sunflower seeds,Oiseau noir et blanc à la main d'une personne tenant des graines de tournesol
0,A woman in a white shirt and pink skirt is about to hit a tennis ball.,Une femme en chemise blanche et jupe rose est sur le point de frapper une balle de tennis.
0,A dog is standing in the sand.,Un chien se trouve dans le sable.
0,This is a man standing on a rooftop with construction in the background.,Il s'agit d'un homme debout sur un toit à l'arrière-plan de la construction.
0,A man looks through a large camera-like device in a field near a camper and some parked vehicles.,Un homme regarde à travers un gros dispositif semblable à une caméra dans un champ près d'un campeur et de certains véhicules stationnés.
0,A little boy stands in the surf.,Un petit garçon se tient dans le surf.
0,A woman in Muslim attire is walking with a young boy down the street.,Une femme en tenue musulmane marche avec un jeune garçon dans la rue.
0,The small dog is running across the lawn.,Le petit chien roule sur la pelouse.
0,A woman is jogging on a sidewalk next to an elevated grassy platform.,Une femme fait du jogging sur un trottoir à côté d'une plate-forme d'herbes élevée.
0,A man in red pants jumping on a park table.,Un homme en pantalon rouge saute sur une table du parc.
0,A dog with its mouth open running through a field torwards the camera.,Un chien avec sa bouche ouverte roule dans un champ à l'encontre de la caméra.
0,Smiling little girl swimming in outdoor pool.,Petite fille à sourire nager dans la piscine extérieure.
0,A bike sitting in a street with a rope tied to it and a guy walking on the rope.,Une bicyclette assise dans une rue avec une corde liée à elle et un gars marchant sur la corde.
0,A man and child on a ship doing maintenance.,Un homme et un enfant à bord d'un navire en entretien.
0,A small child doing a handstand on a bed.,Un petit enfant se tenant à la main sur un lit.
0,Men wearing orange safety vest are working on street repairs.,Des hommes portant un gilet de sécurité orange travaillent à la réparation des rues.
0,A man with a safety vest is kneeling down and cleaning the bricks.,Un homme muni d'un gilet de sécurité s'agenouille et nettoye les briques.
0,Workman are completing repairs on a city street.,Des ouvriers font des réparations sur une rue de la ville.
